Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
American Samoa,2017,All ages,Both,Extensively drug-resistant tuberculosis,Percent of total DALYs,1.58141E-06,1.37E-07,7.03576E-06
American Samoa,1990 - 2017,All ages,Both,Extensively drug-resistant tuberculosis,DALYs annual % change,0,,
American Samoa,2017,All ages,Both,HIV/AIDS - Drug-susceptible Tuberculosis,Percent of total DALYs,3.53186E-05,2.35048E-05,5.10789E-05
American Samoa,1990 - 2017,All ages,Both,HIV/AIDS - Drug-susceptible Tuberculosis,DALYs annual % change,-0.005618606,,
American Samoa,2017,All ages,Both,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Percent of total DALYs,3.07E-07,2.45E-08,1.26882E-06
American Samoa,1990 - 2017,All ages,Both,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,DALYs annual % change,0.039081285,,
American Samoa,2017,All ages,Both,HIV/AIDS - Extensively drug-resistant Tuberculosis,Percent of total DALYs,7.02E-08,5.53E-09,2.92E-07
American Samoa,1990 - 2017,All ages,Both,HIV/AIDS - Extensively drug-resistant Tuberculosis,DALYs annual % change,0,,
American Samoa,2017,All ages,Both,Latent tuberculosis infection,Percent of total DALYs,0,0,0
American Samoa,1990 - 2017,All ages,Both,Latent tuberculosis infection,DALYs annual % change,0,,
American Samoa,2017,All ages,Both,Invasive Non-typhoidal Salmonella (iNTS),Percent of total DALYs,0.000265198,0.000129462,0.000513874
American Samoa,1990 - 2017,All ages,Both,Invasive Non-typhoidal Salmonella (iNTS),DALYs annual % change,-0.027853725,,
American Samoa,2017,All ages,Both,"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",Percent of total DALYs,0.003192443,0.00231116,0.003896736
American Samoa,1990 - 2017,All ages,Both,"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",DALYs annual % change,0.019125016,,
American Samoa,2017,All ages,Both,Benign and in situ intestinal neoplasms,Percent of total DALYs,0,0,0
American Samoa,1990 - 2017,All ages,Both,Benign and in situ intestinal neoplasms,DALYs annual % change,0,,
American Samoa,2017,All ages,Both,Benign and in situ cervical and uterine neoplasms,Percent of total DALYs,0,0,0
American Samoa,1990 - 2017,All ages,Both,Benign and in situ cervical and uterine neoplasms,DALYs annual % change,0,,
American Samoa,2017,All ages,Both,Other benign and in situ neoplasms,Percent of total DALYs,0.001030384,0.000662958,0.001370454
American Samoa,1990 - 2017,All ages,Both,Other benign and in situ neoplasms,DALYs annual % change,0.015689088,,
American Samoa,2017,All ages,Both,Non-rheumatic calcific aortic valve disease,Percent of total DALYs,0.000535581,0.000423106,0.000644335
American Samoa,1990 - 2017,All ages,Both,Non-rheumatic calcific aortic valve disease,DALYs annual % change,0.021851316,,
American Samoa,2017,All ages,Both,Non-rheumatic degenerative mitral valve disease,Percent of total DALYs,0.000530465,0.000433064,0.000651372
American Samoa,1990 - 2017,All ages,Both,Non-rheumatic degenerative mitral valve disease,DALYs annual % change,0.007494559,,
American Samoa,2017,All ages,Both,Other non-rheumatic valve diseases,Percent of total DALYs,0.000382921,0.000291787,0.000536705
American Samoa,1990 - 2017,All ages,Both,Other non-rheumatic valve diseases,DALYs annual % change,0.011440437,,
American Samoa,2017,All ages,Both,Cirrhosis due to NASH,Percent of total DALYs,0.001974763,0.001658986,0.002331452
American Samoa,1990 - 2017,All ages,Both,Cirrhosis due to NASH,DALYs annual % change,0.017187803,,
American Samoa,2017,All ages,Both,Diabetes mellitus type 1,Percent of total DALYs,0.006950305,0.005796568,0.008277134
American Samoa,1990 - 2017,All ages,Both,Diabetes mellitus type 1,DALYs annual % change,0.006316415,,
American Samoa,2017,All ages,Both,Diabetes mellitus type 2,Percent of total DALYs,0.099182153,0.088403391,0.110181424
American Samoa,1990 - 2017,All ages,Both,Diabetes mellitus type 2,DALYs annual % change,0.025726054,,
American Samoa,2017,All ages,Both,Atopic dermatitis,Percent of total DALYs,0.004967084,0.002879995,0.007918632
American Samoa,1990 - 2017,All ages,Both,Atopic dermatitis,DALYs annual % change,-0.004752845,,
American Samoa,2017,All ages,Both,Contact dermatitis,Percent of total DALYs,0.000770898,0.000526228,0.001083891
American Samoa,1990 - 2017,All ages,Both,Contact dermatitis,DALYs annual % change,0.003928547,,
American Samoa,2017,All ages,Both,Seborrhoeic dermatitis,Percent of total DALYs,3.38459E-05,2.03811E-05,5.07478E-05
American Samoa,1990 - 2017,All ages,Both,Seborrhoeic dermatitis,DALYs annual % change,0.001327091,,
American Samoa,2017,All ages,Both,Maternal abortion and miscarriage,Percent of total DALYs,0.000456392,0.000341774,0.000595722
American Samoa,1990 - 2017,All ages,Both,Maternal abortion and miscarriage,DALYs annual % change,-0.011463332,,
American Samoa,2017,All ages,Both,Liver cancer due to NASH,Percent of total DALYs,0.001043717,0.000850241,0.001263591
American Samoa,1990 - 2017,All ages,Both,Liver cancer due to NASH,DALYs annual % change,0.031677364,,
American Samoa,2017,All ages,Both,Chronic kidney disease due to diabetes mellitus type 1,Percent of total DALYs,0.006040788,0.004761492,0.007465554
American Samoa,1990 - 2017,All ages,Both,Chronic kidney disease due to diabetes mellitus type 1,DALYs annual % change,0.030197352,,
American Samoa,2017,All ages,Both,Chronic kidney disease due to diabetes mellitus type 2,Percent of total DALYs,0.011755053,0.009686256,0.01394193
American Samoa,1990 - 2017,All ages,Both,Chronic kidney disease due to diabetes mellitus type 2,DALYs annual % change,0.033544955,,
American Samoa,2017,All ages,Both,Refraction disorders,Percent of total DALYs,0.003921376,0.002712669,0.005453365
American Samoa,1990 - 2017,All ages,Both,Refraction disorders,DALYs annual % change,0.003704521,,
American Samoa,2017,All ages,Both,Near vision loss,Percent of total DALYs,0.002902056,0.001450151,0.005078568
American Samoa,1990 - 2017,All ages,Both,Near vision loss,DALYs annual % change,0.011243037,,
,,,,,,,,
"Global Burden of Disease Study 2017. Global Burden of Disease Study 2017 (GBD 2017) Results. Seattle, United States: Institute for Health Metrics and Evaluation (IHME), 2018.",,,,,,,,
Available from http://vizhub.healthdata.org/gbd-compare/,,,,,,,,
"For terms and conditions of use, please visit http://www.healthdata.org/about/terms-and-conditions",,,,,,,,
