Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
United States,1990 - 2017,All ages,Both,Other non-rheumatic valve diseases,DALYs annual % change,0.001288989,,
United States,2017,All ages,Both,Cirrhosis due to NASH,Percent of total DALYs,0.001872847,0.001643085,0.002125355
United States,1990 - 2017,All ages,Both,Cirrhosis due to NASH,DALYs annual % change,0.017816184,,
United States,2017,All ages,Both,Diabetes mellitus type 1,Percent of total DALYs,0.004634972,0.004332265,0.005099085
United States,1990 - 2017,All ages,Both,Diabetes mellitus type 1,DALYs annual % change,-0.006912959,,
United States,2017,All ages,Both,Diabetes mellitus type 2,Percent of total DALYs,0.033709378,0.029350292,0.03846121
United States,1990 - 2017,All ages,Both,Diabetes mellitus type 2,DALYs annual % change,0.020365637,,
United States,2017,All ages,Both,Atopic dermatitis,Percent of total DALYs,0.005503069,0.00318489,0.008799327
United States,1990 - 2017,All ages,Both,Atopic dermatitis,DALYs annual % change,-0.00203154,,
United States,2017,All ages,Both,Contact dermatitis,Percent of total DALYs,0.002420757,0.001731942,0.003278384
United States,1990 - 2017,All ages,Both,Contact dermatitis,DALYs annual % change,0.001348641,,
United States,2017,All ages,Both,Seborrhoeic dermatitis,Percent of total DALYs,0.000242643,0.000146648,0.000362928
United States,1990 - 2017,All ages,Both,Seborrhoeic dermatitis,DALYs annual % change,0.002784385,,
United States,2017,All ages,Both,Maternal abortion and miscarriage,Percent of total DALYs,5.26731E-05,3.07074E-05,8.17186E-05
United States,1990 - 2017,All ages,Both,Maternal abortion and miscarriage,DALYs annual % change,-0.013369882,,
United States,2017,All ages,Both,Liver cancer due to NASH,Percent of total DALYs,0.000644577,0.000547011,0.000752348
United States,1990 - 2017,All ages,Both,Liver cancer due to NASH,DALYs annual % change,0.033165338,,
United States,2017,All ages,Both,Chronic kidney disease due to diabetes mellitus type 1,Percent of total DALYs,0.000812798,0.000655839,0.001000988
United States,1990 - 2017,All ages,Both,Chronic kidney disease due to diabetes mellitus type 1,DALYs annual % change,0.021458716,,
United States,2017,All ages,Both,Chronic kidney disease due to diabetes mellitus type 2,Percent of total DALYs,0.006073107,0.005254162,0.006945343
United States,1990 - 2017,All ages,Both,Chronic kidney disease due to diabetes mellitus type 2,DALYs annual % change,0.036702597,,
United States,2017,All ages,Both,Refraction disorders,Percent of total DALYs,0.001223694,0.000890111,0.00164183
United States,1990 - 2017,All ages,Both,Refraction disorders,DALYs annual % change,0.000740334,,
United States,2017,All ages,Both,Near vision loss,Percent of total DALYs,0.000747057,0.00036827,0.001326493
United States,1990 - 2017,All ages,Both,Near vision loss,DALYs annual % change,0.007748936,,
,,,,,,,,
"Global Burden of Disease Study 2017. Global Burden of Disease Study 2017 (GBD 2017) Results. Seattle, United States: Institute for Health Metrics and Evaluation (IHME), 2018.",,,,,,,,
Available from http://vizhub.healthdata.org/gbd-compare/,,,,,,,,
"For terms and conditions of use, please visit http://www.healthdata.org/about/terms-and-conditions",,,,,,,,
